time,open,high,low,close,tick_volume,spread,real_volume
2018-01-02 12:00:00,0.97134,0.97197,0.97078,0.97169,5976.0,10,0.0
2018-01-02 16:00:00,0.97168,0.97301,0.97087,0.97241,19451.0,10,0.0
2018-01-02 20:00:00,0.9724,0.97258,0.97145,0.97147,10259.0,10,0.0
2018-01-03 00:00:00,0.97137,0.97245,0.97097,0.97201,14442.0,10,0.0
2018-01-03 04:00:00,0.972,0.97254,0.97156,0.97167,5097.0,10,0.0
2018-01-03 08:00:00,0.97168,0.97304,0.97138,0.97254,12447.0,10,0.0
2018-01-03 12:00:00,0.97253,0.97668,0.97232,0.97617,12453.0,10,0.0
2018-01-03 16:00:00,0.97616,0.97973,0.97583,0.97652,15181.0,10,0.0
2018-01-03 20:00:00,0.97653,0.97851,0.9759,0.97671,14281.0,10,0.0
2018-01-04 00:00:00,0.9767,0.97801,0.97659,0.97789,8969.0,10,0.0
2018-01-04 04:00:00,0.9779,0.97792,0.97722,0.97766,7648.0,10,0.0
2018-01-04 08:00:00,0.97765,0.97769,0.97593,0.97622,13818.0,10,0.0
2018-01-04 12:00:00,0.97621,0.97634,0.97434,0.97539,13841.0,10,0.0
2018-01-04 16:00:00,0.97534,0.97587,0.97366,0.97424,16939.0,10,0.0
2018-01-04 20:00:00,0.97426,0.97522,0.9738,0.97406,11711.0,10,0.0
2018-01-05 00:00:00,0.97362,0.97485,0.97347,0.97431,7751.0,10,0.0
2018-01-05 04:00:00,0.9743,0.97465,0.97414,0.97452,4988.0,10,0.0
2018-01-05 08:00:00,0.97454,0.97725,0.97432,0.97702,12645.0,3,0.0
2018-01-05 12:00:00,0.97704,0.97721,0.974,0.97547,14703.0,3,0.0
2018-01-05 16:00:00,0.97543,0.97842,0.97463,0.97562,20563.0,6,0.0
2018-01-05 20:00:00,0.97563,0.97582,0.97437,0.97437,7751.0,6,0.0
2018-01-08 00:00:00,0.97503,0.97528,0.97393,0.975,5739.0,8,0.0
2018-01-08 04:00:00,0.97502,0.97625,0.97478,0.9758,6716.0,8,0.0
2018-01-08 08:00:00,0.97579,0.97839,0.97561,0.97833,11564.0,6,0.0
2018-01-08 12:00:00,0.97834,0.97834,0.9767,0.97806,12821.0,7,0.0
2018-01-08 16:00:00,0.97798,0.978,0.97587,0.97637,15103.0,4,0.0
2018-01-08 20:00:00,0.97639,0.97782,0.97637,0.97685,7562.0,5,0.0
2018-01-09 00:00:00,0.9777,0.97821,0.97614,0.97733,7192.0,7,0.0
2018-01-09 04:00:00,0.97732,0.97759,0.97652,0.97755,7360.0,9,0.0
2018-01-09 08:00:00,0.97754,0.98276,0.9773,0.98236,15330.0,8,0.0
