time,open,high,low,close,tick_volume,spread,real_volume
2022-01-03 00:00:00,0.68285,0.68564,0.68177,0.68378,2040,20,0
2022-01-03 04:00:00,0.68377,0.68377,0.68229,0.68297,2553,22,0
2022-01-03 08:00:00,0.68296,0.68459,0.68283,0.68316,3817,20,0
2022-01-03 12:00:00,0.68316,0.68354,0.68031,0.68039,5211,20,0
2022-01-03 16:00:00,0.68035,0.68041,0.67746,0.67897,9438,20,0
2022-01-03 20:00:00,0.67897,0.67965,0.6769,0.67693,5912,20,0
2022-01-04 00:00:00,0.67758,0.68037,0.67673,0.67894,2943,20,0
2022-01-04 04:00:00,0.67893,0.6799,0.67853,0.67963,2606,21,0
2022-01-04 08:00:00,0.67963,0.67986,0.67872,0.67966,4100,20,0
2022-01-04 12:00:00,0.67966,0.6797,0.67647,0.67812,5948,20,0
2022-01-04 16:00:00,0.67814,0.68244,0.67797,0.68095,8907,20,0
2022-01-04 20:00:00,0.68053,0.68134,0.67983,0.68084,4171,20,0
2022-01-05 00:00:00,0.67822,0.68201,0.67817,0.68067,2738,20,0
2022-01-05 04:00:00,0.68067,0.68088,0.67974,0.68023,2512,20,0
2022-01-05 08:00:00,0.68023,0.68119,0.67954,0.6808,4866,20,0
2022-01-05 12:00:00,0.68081,0.68251,0.68053,0.68216,5972,20,0
2022-01-05 16:00:00,0.68219,0.68371,0.68206,0.68306,7082,20,0
2022-01-05 20:00:00,0.683,0.68309,0.67898,0.67948,9247,20,0
2022-01-06 00:00:00,0.67948,0.6797,0.67794,0.67923,2319,20,0
2022-01-06 04:00:00,0.67924,0.67924,0.67503,0.67537,4387,20,0
2022-01-06 08:00:00,0.67539,0.67541,0.67335,0.67466,6393,20,0
2022-01-06 12:00:00,0.67466,0.67683,0.67459,0.67464,6808,20,0
2022-01-06 16:00:00,0.67466,0.67661,0.67333,0.67499,10210,20,0
2022-01-06 20:00:00,0.67449,0.67515,0.67348,0.67473,5969,20,0
2022-01-07 00:00:00,0.67468,0.67537,0.67374,0.67536,2233,22,0
2022-01-07 04:00:00,0.67537,0.6756,0.67476,0.67543,2278,20,0
2022-01-07 08:00:00,0.67543,0.67553,0.67412,0.67517,4720,20,0
2022-01-07 12:00:00,0.67516,0.67673,0.67352,0.67416,7855,20,0
2022-01-07 16:00:00,0.67416,0.67784,0.67407,0.67725,11776,20,0
2022-01-07 20:00:00,0.67722,0.67954,0.67661,0.6775,4266,20,0
2022-01-10 00:00:00,0.67747,0.678,0.67569,0.67771,2985,20,0
2022-01-10 04:00:00,0.67771,0.6781,0.67683,0.67701,2765,20,0
2022-01-10 08:00:00,0.67701,0.67832,0.67589,0.677,5308,20,0
2022-01-10 12:00:00,0.67698,0.67791,0.67455,0.67464,6134,20,0
2022-01-10 16:00:00,0.67465,0.67575,0.67357,0.67489,10851,20,0
2022-01-10 20:00:00,0.67477,0.67652,0.67477,0.67559,6832,20,0
2022-01-11 00:00:00,0.67569,0.67732,0.67543,0.67594,3430,20,0
2022-01-11 04:00:00,0.67594,0.67739,0.67586,0.67705,3351,21,0
2022-01-11 08:00:00,0.67706,0.67786,0.67556,0.67748,6290,20,0
2022-01-11 12:00:00,0.67749,0.67781,0.67499,0.67507,5278,20,0
2022-01-11 16:00:00,0.67507,0.67756,0.67398,0.67724,11913,20,0
2022-01-11 20:00:00,0.67723,0.67907,0.67708,0.67852,4878,20,0
2022-01-12 00:00:00,0.67858,0.67918,0.67795,0.6783,2580,20,0
2022-01-12 04:00:00,0.6783,0.67938,0.67817,0.67935,2141,20,0
2022-01-12 08:00:00,0.67937,0.67966,0.67735,0.67821,5665,20,0
2022-01-12 12:00:00,0.67821,0.68117,0.67733,0.68101,7827,20,0
2022-01-12 16:00:00,0.68102,0.68513,0.6806,0.68495,11961,20,0
2022-01-12 20:00:00,0.68458,0.6857,0.68272,0.68481,5443,20,0
2022-01-13 00:00:00,0.68445,0.68572,0.68097,0.68449,2793,20,0
2022-01-13 04:00:00,0.68449,0.68627,0.68431,0.68541,2646,21,0
2022-01-13 08:00:00,0.68543,0.6882,0.68523,0.68803,5434,20,0
2022-01-13 12:00:00,0.68804,0.68844,0.68697,0.68841,5935,20,0
2022-01-13 16:00:00,0.68841,0.68906,0.68675,0.68758,10297,20,0
2022-01-13 20:00:00,0.68745,0.68781,0.68572,0.68602,6381,20,0
2022-01-14 00:00:00,0.68597,0.68652,0.68513,0.68537,3565,20,0
2022-01-14 04:00:00,0.68537,0.68683,0.68494,0.68668,3222,20,0
2022-01-14 08:00:00,0.68668,0.68736,0.6851,0.68521,5750,20,0
2022-01-14 12:00:00,0.68521,0.68564,0.68249,0.6829,7123,13,0
2022-01-14 16:00:00,0.6829,0.68374,0.67932,0.67938,12716,20,0
2022-01-14 20:00:00,0.6793,0.68116,0.67875,0.6793,4879,20,0
2022-01-17 00:00:00,0.68101,0.68104,0.6787,0.6789,3982,20,0
2022-01-17 04:00:00,0.67899,0.6807,0.67875,0.67978,3419,18,0
2022-01-17 08:00:00,0.67978,0.6818,0.67956,0.68085,6236,6,0
2022-01-17 12:00:00,0.68085,0.68149,0.67943,0.68018,5041,20,0
2022-01-17 16:00:00,0.68016,0.68061,0.67916,0.67989,6155,20,0
2022-01-17 20:00:00,0.67989,0.68145,0.67921,0.68134,1137,10,0
2022-01-18 00:00:00,0.68134,0.68134,0.67871,0.68059,3050,21,0
2022-01-18 04:00:00,0.68059,0.68076,0.67626,0.6774,5600,18,0
2022-01-18 08:00:00,0.6774,0.67847,0.67639,0.67717,8993,20,0
2022-01-18 12:00:00,0.67717,0.67824,0.67631,0.67798,8472,20,0
2022-01-18 16:00:00,0.67798,0.67818,0.67536,0.67563,13489,21,0
2022-01-18 20:00:00,0.67564,0.67743,0.67522,0.67686,6849,20,0
2022-01-19 00:00:00,0.67686,0.67781,0.67628,0.67709,3753,20,0
2022-01-19 04:00:00,0.67709,0.67898,0.67688,0.6788,4743,21,0
2022-01-19 08:00:00,0.6788,0.67952,0.67762,0.67924,7471,20,0
2022-01-19 12:00:00,0.67923,0.68043,0.67878,0.67992,6792,20,0
2022-01-19 16:00:00,0.67992,0.68112,0.67862,0.67948,11641,20,0
2022-01-19 20:00:00,0.67941,0.67992,0.67794,0.67799,6184,20,0
2022-01-20 00:00:00,0.67786,0.67904,0.67714,0.67744,4644,20,0
2022-01-20 04:00:00,0.67745,0.67769,0.67551,0.67599,4796,20,0
2022-01-20 08:00:00,0.67596,0.67808,0.67592,0.67742,6493,20,0
2022-01-20 12:00:00,0.67742,0.67958,0.67695,0.67944,6405,20,0
2022-01-20 16:00:00,0.67944,0.68054,0.67848,0.67865,9931,20,0
2022-01-20 20:00:00,0.67852,0.6786,0.67495,0.67548,7862,20,0
2022-01-21 00:00:00,0.67535,0.67584,0.67228,0.67307,5601,16,0
2022-01-21 04:00:00,0.67305,0.67383,0.67271,0.67331,5920,20,0
2022-01-21 08:00:00,0.67333,0.67344,0.67074,0.67144,7351,20,0
2022-01-21 12:00:00,0.67144,0.67343,0.67114,0.6734,7268,20,0
2022-01-21 16:00:00,0.6734,0.67361,0.67136,0.67245,15358,18,0
2022-01-21 20:00:00,0.67255,0.67277,0.67055,0.67061,8296,20,0
2022-01-24 00:00:00,0.6713,0.67218,0.67059,0.67166,4376,20,0
2022-01-24 04:00:00,0.67166,0.67273,0.67085,0.67117,3485,20,0
2022-01-24 08:00:00,0.67117,0.67188,0.66991,0.67053,7199,20,0
2022-01-24 12:00:00,0.6705,0.67059,0.66769,0.66782,9177,20,0
2022-01-24 16:00:00,0.66783,0.66864,0.66599,0.66707,17625,17,0
2022-01-24 20:00:00,0.6672,0.67029,0.66716,0.66979,13175,20,0
2022-01-25 00:00:00,0.66975,0.67086,0.66642,0.66928,6365,20,0
2022-01-25 04:00:00,0.66928,0.66935,0.66686,0.6679,5563,20,0
2022-01-25 08:00:00,0.66791,0.66861,0.66691,0.66797,8800,20,0
2022-01-25 12:00:00,0.66797,0.66837,0.66608,0.66638,9283,20,0
2022-01-25 16:00:00,0.66635,0.668,0.66595,0.66779,16446,12,0
2022-01-25 20:00:00,0.66777,0.6699,0.66749,0.66857,9313,20,0
2022-01-26 00:00:00,0.66857,0.66935,0.66775,0.66861,3524,20,0
2022-01-26 04:00:00,0.66861,0.66902,0.66772,0.66878,3329,20,0
2022-01-26 08:00:00,0.66878,0.66958,0.66809,0.66889,5567,20,0
2022-01-26 12:00:00,0.66892,0.66977,0.66851,0.66863,6438,20,0
2022-01-26 16:00:00,0.66863,0.66912,0.66773,0.66903,11438,12,0
2022-01-26 20:00:00,0.66907,0.67018,0.66378,0.66489,21398,20,0
2022-01-27 00:00:00,0.66454,0.66601,0.66239,0.66246,5415,19,0
